CAEnumFirstCA	CERTCLI$CAEnumFirstCA	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAEnumFirstCA(IN LPCWSTR wszScope, IN DWORD dwFlags, OUT LPVOID * phCAInfo);
CAEnumNextCA	CERTCLI$CAEnumNextCA	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAEnumNextCA(IN LPVOID hPrevCA, OUT LPVOID * phCAInfo);
CACloseCA	CERTCLI$CACloseCA	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CACloseCA(IN LPVOID hCA);
CACountCAs	CERTCLI$CACountCAs	DECLSPEC_IMPORT DWORD WINAPI CERTCLI$CACountCAs(IN LPVOID hCAInfo);
CAGetDN	CERTCLI$CAGetDN	DECLSPEC_IMPORT LPCWSTR WINAPI CERTCLI$CAGetDN(IN LPVOID hCAInfo);
CAGetCAProperty	CERTCLI$CAGetCAProperty	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCAProperty(IN LPVOID hCAInfo, IN LPCWSTR wszPropertyName, OUT PZPWSTR *pawszPropertyValue);
CAFreeCAProperty	CERTCLI$CAFreeCAProperty	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAFreeCAProperty(IN LPVOID hCAInfo, IN PZPWSTR awszPropertyValue);
CAGetCAFlags	CERTCLI$CAGetCAFlags	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCAFlags(IN LPVOID hCAInfo, OUT DWORD  *pdwFlags);
CAGetCACertificate	CERTCLI$CAGetCACertificate	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCACertificate(IN LPVOID hCAInfo, OUT PCCERT_CONTEXT *ppCert);
CAGetCAExpiration	CERTCLI$CAGetCAExpiration	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCAExpiration(IN LPVOID hCAInfo, OUT DWORD * pdwExpiration, OUT DWORD * pdwUnits);
CAGetCASecurity	CERTCLI$CAGetCASecurity	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCASecurity(IN LPVOID hCAInfo, OUT PSECURITY_DESCRIPTOR * ppSD);
CAGetAccessRights	CERTCLI$CAGetAccessRights	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetAccessRights(IN LPVOID hCAInfo, IN DWORD dwContext, OUT DWORD *pdwAccessRights);
CAEnumCertTypesForCA	CERTCLI$CAEnumCertTypesForCA	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAEnumCertTypesForCA(IN LPVOID hCAInfo, IN DWORD dwFlags, OUT LPVOID * phCertType);
CAEnumCertTypes	CERTCLI$CAEnumCertTypes	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAEnumCertTypes(IN DWORD dwFlags, OUT LPVOID * phCertType);
CAEnumNextCertType	CERTCLI$CAEnumNextCertType	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAEnumNextCertType(IN LPVOID hPrevCertType, OUT LPVOID * phCertType);
CACountCertTypes	CERTCLI$CACountCertTypes	DECLSPEC_IMPORT DWORD WINAPI CERTCLI$CACountCertTypes(IN LPVOID hCertType);
CACloseCertType	CERTCLI$CACloseCertType	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CACloseCertType(IN LPVOID hCertType);
CAGetCertTypeProperty	CERTCLI$CAGetCertTypeProperty	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypeProperty(IN LPVOID hCertType, IN LPCWSTR wszPropertyName, OUT PZPWSTR *pawszPropertyValue);
CAGetCertTypePropertyEx	CERTCLI$CAGetCertTypePropertyEx	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypePropertyEx(IN LPVOID hCertType, IN LPCWSTR wszPropertyName, OUT LPVOID *pPropertyValue);
CAFreeCertTypeProperty	CERTCLI$CAFreeCertTypeProperty	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAFreeCertTypeProperty(IN LPVOID hCertType, IN PZPWSTR awszPropertyValue);
CAGetCertTypeExtensionsEx	CERTCLI$CAGetCertTypeExtensionsEx	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypeExtensionsEx(IN LPVOID hCertType, IN DWORD dwFlags, IN LPVOID pParam, OUT PCERT_EXTENSIONS * ppCertExtensions);
CAFreeCertTypeExtensions	CERTCLI$CAFreeCertTypeExtensions	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAFreeCertTypeExtensions(IN LPVOID hCertType, IN PCERT_EXTENSIONS pCertExtensions);
CAGetCertTypeFlagsEx	CERTCLI$CAGetCertTypeFlagsEx	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypeFlagsEx(IN LPVOID hCertType, IN DWORD dwOption, OUT DWORD * pdwFlags);
CAGetCertTypeExpiration	CERTCLI$CAGetCertTypeExpiration	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypeExpiration(IN LPVOID hCertType, OUT OPTIONAL FILETIME * pftExpiration, OUT OPTIONAL FILETIME * pftOverlap);
CACertTypeGetSecurity	CERTCLI$CACertTypeGetSecurity	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CACertTypeGetSecurity(IN LPVOID hCertType, OUT PSECURITY_DESCRIPTOR * ppSD);
CAGetCertTypeAccessRights	CERTCLI$CAGetCertTypeAccessRights	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$CAGetCertTypeAccessRights(IN LPVOID hCertType, IN DWORD dwContext, OUT DWORD *pdwAccessRights);
caTranslateFileTimePeriodToPeriodUnits	CERTCLI$caTranslateFileTimePeriodToPeriodUnits	DECLSPEC_IMPORT HRESULT WINAPI CERTCLI$caTranslateFileTimePeriodToPeriodUnits(IN FILETIME const *pftGMT, IN BOOL Flags, OUT DWORD *pcPeriodUnits, OUT LPVOID*prgPeriodUnits);
MiniDumpWriteDump	DBGHELP$MiniDumpWriteDump	DECLSPEC_IMPORT WINBOOL WINAPI DBGHELP$MiniDumpWriteDump(HANDLE hProcess,DWORD ProcessId,HANDLE hFile,MINIDUMP_TYPE DumpType,CONST PMINIDUMP_EXCEPTION_INFORMATION ExceptionParam,CONST PMINIDUMP_USER_STREAM_INFORMATION UserStreamParam,CONST PMINIDUMP_CALLBACK_INFORMATION CallbackParam);
ldap_init	WLDAP32$ldap_init	WINLDAPAPI LDAP* LDAPAPI WLDAP32$ldap_init(PSTR, ULONG);
ldap_bind_s	WLDAP32$ldap_bind_s	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_bind_s(LDAP *ld,const PSTR  dn,const PCHAR cred,ULONG method);
ldap_search_s	WLDAP32$ldap_search_s	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_search_s(LDAP *ld,PSTR base,ULONG scope,PSTR filter,PZPSTR attrs,ULONG attrsonly,PLDAPMessage *res);
ldap_count_entries	WLDAP32$ldap_count_entries	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_count_entries(LDAP*,LDAPMessage*);
ldap_get_values_lenA	WLDAP32$ldap_get_values_lenA	WINLDAPAPI struct berval **LDAPAPI WLDAP32$ldap_get_values_lenA (LDAP *ExternalHandle,LDAPMessage *Message,const PCHAR attr);
ldap_value_free_len	WLDAP32$ldap_value_free_len	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_value_free_len(struct berval **vals);
ldap_set_optionA	WLDAP32$ldap_set_optionA	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_set_optionA(LDAP *ld,int option,const void *invalue);
ldap_search_init_pageA	WLDAP32$ldap_search_init_pageA	WINLDAPAPI PLDAPSearch LDAPAPI WLDAP32$ldap_search_init_pageA(PLDAP ExternalHandle,const PCHAR DistinguishedName,ULONG ScopeOfSearch,const PCHAR SearchFilter,PCHAR AttributeList[],ULONG AttributesOnly,PLDAPControlA *ServerControls,PLDAPControlA *ClientControls,ULONG PageTimeLimit,ULONG TotalSizeLimit,PLDAPSortKeyA *SortKeys);
ldap_get_paged_count	WLDAP32$ldap_get_paged_count	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_get_paged_count(PLDAP ExternalHandle,PLDAPSearch SearchBlock,ULONG *TotalCount,PLDAPMessage Results);
ldap_get_next_page_s	WLDAP32$ldap_get_next_page_s	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_get_next_page_s(PLDAP ExternalHandle,PLDAPSearch SearchHandle,struct l_timeval *timeout,ULONG PageSize,ULONG *TotalCount,LDAPMessage **Results);
ldap_first_entry	WLDAP32$ldap_first_entry	WINLDAPAPI LDAPMessage*  LDAPAPI WLDAP32$ldap_first_entry(LDAP *ld,LDAPMessage *res);
ldap_next_entry	WLDAP32$ldap_next_entry	WINLDAPAPI LDAPMessage*  LDAPAPI WLDAP32$ldap_next_entry(LDAP*,LDAPMessage*);
ldap_first_attribute	WLDAP32$ldap_first_attribute	WINLDAPAPI PCHAR LDAPAPI WLDAP32$ldap_first_attribute(LDAP *ld,LDAPMessage *entry,BerElement **ptr);
ldap_count_values	WLDAP32$ldap_count_values	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_count_values(PCHAR);
ldap_get_values	WLDAP32$ldap_get_values	WINLDAPAPI PCHAR * LDAPAPI WLDAP32$ldap_get_values(LDAP *ld,LDAPMessage *entry,const PSTR attr);
ldap_value_free	WLDAP32$ldap_value_free	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_value_free(PCHAR *);
ldap_next_attribute	WLDAP32$ldap_next_attribute	WINLDAPAPI PCHAR LDAPAPI WLDAP32$ldap_next_attribute(LDAP *ld,LDAPMessage *entry,BerElement *ptr);
ber_free	WLDAP32$ber_free	WINLDAPAPI VOID LDAPAPI WLDAP32$ber_free(BerElement *pBerElement,INT fbuf);
ldap_memfree	WLDAP32$ldap_memfree	WINLDAPAPI VOID LDAPAPI WLDAP32$ldap_memfree(PCHAR);
ldap_unbind	WLDAP32$ldap_unbind	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_unbind(LDAP*);
ldap_unbind_s	WLDAP32$ldap_unbind_s	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_unbind_s(LDAP*);
ldap_msgfree	WLDAP32$ldap_msgfree	WINLDAPAPI ULONG LDAPAPI WLDAP32$ldap_msgfree(LDAPMessage*);
UuidToStringA	RPCRT4$UuidToStringA	RPCRTAPI RPC_STATUS RPC_ENTRY RPCRT4$UuidToStringA(UUID *Uuid,RPC_CSTR *StringUuid);
RpcStringFreeA	RPCRT4$RpcStringFreeA	RPCRTAPI RPC_STATUS RPC_ENTRY RPCRT4$RpcStringFreeA(RPC_CSTR *String);
EnumProcessModulesEx	PSAPI$EnumProcessModulesEx	DECLSPEC_IMPORT WINBOOL WINAPI PSAPI$EnumProcessModulesEx(HANDLE hProcess, HMODULE *lphModule, DWORD cb, LPDWORD lpcbNeeded, DWORD dwFilterFlag);
GetModuleFileNameExA	PSAPI$GetModuleFileNameExA	DECLSPEC_IMPORT DWORD WINAPI PSAPI$GetModuleFileNameExA(HANDLE hProcess, HMODULE hModule, LPSTR lpFilename, DWORD nSize);
GetFileVersionInfoSizeA	VERSION$GetFileVersionInfoSizeA	DECLSPEC_IMPORT DWORD WINAPI VERSION$GetFileVersionInfoSizeA(LPCSTR lptstrFilenamea ,LPDWORD lpdwHandle);
GetFileVersionInfoA	VERSION$GetFileVersionInfoA	DECLSPEC_IMPORT WINBOOL WINAPI VERSION$GetFileVersionInfoA(LPCSTR lptstrFilename, DWORD dwHandle, DWORD dwLen, LPVOID lpData);
VerQueryValueA	VERSION$VerQueryValueA	DECLSPEC_IMPORT WINBOOL WINAPI VERSION$VerQueryValueA(LPCVOID pBlock, LPCSTR lpSubBlock, LPVOID *lplpBuffer, PUINT puLen);
VirtualAlloc	KERNEL32$VirtualAlloc	WINBASEAPI void * WINAPI KERNEL32$VirtualAlloc (LPVOID lpAddress, SIZE_T dwSize, DWORD flAllocationType, DWORD flProtect);
VirtualAllocEx	KERNEL32$VirtualAllocEx	WINBASEAPI LPVOID WINAPI KERNEL32$VirtualAllocEx (HANDLE hProcess, LPVOID lpAddress, SIZE_T dwSize, DWORD flAllocationType, DWORD flProtect);
VirtualProtectEx	KERNEL32$VirtualProtectEx	WINBASEAPI WINBOOL WINAPI KERNEL32$VirtualProtectEx (HANDLE hProcess, LPVOID lpAddress, SIZE_T dwSize, DWORD flNewProtect, PDWORD lpflOldProtect);
VirtualQueryEx	KERNEL32$VirtualQueryEx	WINBASEAPI SIZE_T WINAPI KERNEL32$VirtualQueryEx (HANDLE hProcess, LPCVOID lpAddress, PMEMORY_BASIC_INFORMATION lpBuffer, SIZE_T dwLength);
VirtualFree	KERNEL32$VirtualFree	WINBASEAPI int WINAPI KERNEL32$VirtualFree (LPVOID lpAddress, SIZE_T dwSize, DWORD dwFreeType);
VirtualFreeEx	KERNEL32$VirtualFreeEx	WINBASEAPI int WINAPI KERNEL32$VirtualFreeEx (HANDLE hProcess, LPVOID lpAddress, SIZE_T dwSize, DWORD dwFreeType);
LocalAlloc	KERNEL32$LocalAlloc	WINBASEAPI HLOCAL WINAPI KERNEL32$LocalAlloc (UINT, SIZE_T);
LocalFree	KERNEL32$LocalFree	WINBASEAPI HLOCAL WINAPI KERNEL32$LocalFree (HLOCAL);
GlobalAlloc	KERNEL32$GlobalAlloc	WINBASEAPI HGLOBAL KERNEL32$GlobalAlloc(UINT uFlags, SIZE_T dwBytes);
GlobalFree	KERNEL32$GlobalFree	WINBASEAPI HGLOBAL KERNEL32$GlobalFree(HGLOBAL hMem);
HeapAlloc	KERNEL32$HeapAlloc	WINBASEAPI void * WINAPI KERNEL32$HeapAlloc (HANDLE hHeap, DWORD dwFlags, SIZE_T dwBytes);
HeapReAlloc	KERNEL32$HeapReAlloc	WINBASEAPI LPVOID WINAPI KERNEL32$HeapReAlloc (HANDLE hHeap, DWORD dwFlags, LPVOID lpMem, SIZE_T dwBytes);
GetProcessHeap	KERNEL32$GetProcessHeap	WINBASEAPI HANDLE WINAPI KERNEL32$GetProcessHeap();
HeapFree	KERNEL32$HeapFree	WINBASEAPI BOOL WINAPI KERNEL32$HeapFree (HANDLE, DWORD, PVOID);
FormatMessageA	KERNEL32$FormatMessageA	WINBASEAPI DWORD WINAPI KERNEL32$FormatMessageA (DWORD dwFlags, LPCVOID lpSource, DWORD dwMessageId, DWORD dwLanguageId, LPSTR lpBuffer, DWORD nSize, va_list *Arguments);
WideCharToMultiByte	KERNEL32$WideCharToMultiByte	WINBASEAPI int WINAPI KERNEL32$WideCharToMultiByte (UINT CodePage, DWORD dwFlags, LPCWCH lpWideCharStr, int cchWideChar, LPSTR lpMultiByteStr, int cbMultiByte, LPCCH lpDefaultChar, LPBOOL lpUsedDefaultChar);
MultiByteToWideChar	KERNEL32$MultiByteToWideChar	WINBASEAPI int WINAPI KERNEL32$MultiByteToWideChar (UINT CodePage, DWORD dwFlags, LPCCH lpMultiByteStr, int cbMultiByte, LPWSTR lpWideCharStr, int cchWideChar);
FileTimeToLocalFileTime	KERNEL32$FileTimeToLocalFileTime	WINBASEAPI int WINAPI KERNEL32$FileTimeToLocalFileTime (CONST FILETIME *lpFileTime, LPFILETIME lpLocalFileTime);
FileTimeToSystemTime	KERNEL32$FileTimeToSystemTime	WINBASEAPI int WINAPI KERNEL32$FileTimeToSystemTime (CONST FILETIME *lpFileTime, LPSYSTEMTIME lpSystemTime);
GetDateFormatW	KERNEL32$GetDateFormatW	WINBASEAPI int WINAPI KERNEL32$GetDateFormatW (LCID Locale, DWORD dwFlags, CONST SYSTEMTIME *lpDate, LPCWSTR lpFormat, LPWSTR lpDateStr, int cchDate);
GetSystemTimeAsFileTime	KERNEL32$GetSystemTimeAsFileTime	WINBASEAPI VOID WINAPI KERNEL32$GetSystemTimeAsFileTime (LPFILETIME lpSystemTimeAsFileTime);
GetSystemInfo	KERNEL32$GetSystemInfo	WINBASEAPI VOID WINAPI KERNEL32$GetSystemInfo (LPSYSTEM_INFO lpSystemInfo);
GetLastError	KERNEL32$GetLastError	WINBASEAPI DWORD WINAPI KERNEL32$GetLastError (VOID);
SetLastError	KERNEL32$SetLastError	WINBASEAPI VOID WINAPI KERNEL32$SetLastError (DWORD dwErrCode);
CloseHandle	KERNEL32$CloseHandle	WINBASEAPI WINBOOL WINAPI KERNEL32$CloseHandle (HANDLE hObject);
GetTickCount	KERNEL32$GetTickCount	WINBASEAPI DWORD WINAPI KERNEL32$GetTickCount (VOID);
CreateFiber	KERNEL32$CreateFiber	WINBASEAPI LPVOID WINAPI KERNEL32$CreateFiber (SIZE_T dwStackSize, LPFIBER_START_ROUTINE lpStartAddress, LPVOID lpParameter);
ConvertThreadToFiber	KERNEL32$ConvertThreadToFiber	WINBASEAPI LPVOID WINAPI KERNEL32$ConvertThreadToFiber (LPVOID lpParameter);
ConvertFiberToThread	KERNEL32$ConvertFiberToThread	WINBASEAPI WINBOOL WINAPI KERNEL32$ConvertFiberToThread (VOID);
DeleteFiber	KERNEL32$DeleteFiber	WINBASEAPI VOID WINAPI KERNEL32$DeleteFiber (LPVOID lpFiber);
SwitchToFiber	KERNEL32$SwitchToFiber	WINBASEAPI VOID WINAPI KERNEL32$SwitchToFiber (LPVOID lpFiber);
WaitForSingleObject	KERNEL32$WaitForSingleObject	WINBASEAPI DWORD WINAPI KERNEL32$WaitForSingleObject (HANDLE hHandle, DWORD dwMilliseconds);
Sleep	KERNEL32$Sleep	WINBASEAPI VOID WINAPI KERNEL32$Sleep (DWORD dwMilliseconds);
CreateProcessW	KERNEL32$CreateProcessW	WINBASEAPI WINBOOL WINAPI KERNEL32$CreateProcessW (LPCWSTR lpApplicationName, LPWSTR lpCommandLine, LPSECURITY_ATTRIBUTES lpProcessAttributes, LPSECURITY_ATTRIBUTES lpThreadAttributes, WINBOOL bInheritHandles, DWORD dwCreationFlags, LPVOID lpEnvironment, LPCWSTR lpCurrentDirectory, LPSTARTUPINFOW lpStartupInfo, LPPROCESS_INFORMATION lpProcessInformation);
CreateProcessA	KERNEL32$CreateProcessA	WINBASEAPI WINBOOL WINAPI KERNEL32$CreateProcessA (LPCSTR lpApplicationName, LPSTR lpCommandLine, LPSECURITY_ATTRIBUTES lpProcessAttributes, LPSECURITY_ATTRIBUTES lpThreadAttributes, WINBOOL bInheritHandles, DWORD dwCreationFlags, LPVOID lpEnvironment, LPCSTR lpCurrentDirectory, LPSTARTUPINFOA lpStartupInfo, LPPROCESS_INFORMATION lpProcessInformation);
OpenProcess	KERNEL32$OpenProcess	WINBASEAPI HANDLE WINAPI KERNEL32$OpenProcess (DWORD dwDesiredAccess, WINBOOL bInheritHandle, DWORD dwProcessId);
GetCurrentProcess	KERNEL32$GetCurrentProcess	WINBASEAPI HANDLE WINAPI KERNEL32$GetCurrentProcess (VOID);
GetCurrentThread	KERNEL32$GetCurrentThread	WINBASEAPI HANDLE WINAPI KERNEL32$GetCurrentThread (VOID);
GetExitCodeProcess	KERNEL32$GetExitCodeProcess	WINBASEAPI WINBOOL WINAPI KERNEL32$GetExitCodeProcess (HANDLE hProcess, LPDWORD lpExitCode);
WriteProcessMemory	KERNEL32$WriteProcessMemory	WINBASEAPI WINBOOL WINAPI KERNEL32$WriteProcessMemory (HANDLE hProcess, LPVOID lpBaseAddress, LPCVOID lpBuffer, SIZE_T nSize, SIZE_T *lpNumberOfBytesWritten);
ReadProcessMemory	KERNEL32$ReadProcessMemory	WINBASEAPI WINBOOL WINAPI KERNEL32$ReadProcessMemory (HANDLE hProcess, LPCVOID lpBaseAddress, LPVOID lpBuffer, SIZE_T nSize, SIZE_T *lpNumberOfBytesRead);
GetCurrentProcessId	KERNEL32$GetCurrentProcessId	WINBASEAPI DWORD WINAPI KERNEL32$GetCurrentProcessId (VOID);
GetProcessIdOfThread	KERNEL32$GetProcessIdOfThread	WINBASEAPI DWORD WINAPI KERNEL32$GetProcessIdOfThread (HANDLE Thread);
ProcessIdToSessionId	KERNEL32$ProcessIdToSessionId	WINBASEAPI WINBOOL WINAPI KERNEL32$ProcessIdToSessionId (DWORD dwProcessId, DWORD *pSessionId);
InitializeProcThreadAttributeList	KERNEL32$InitializeProcThreadAttributeList	WINBASEAPI WINBOOL WINAPI KERNEL32$InitializeProcThreadAttributeList (LPPROC_THREAD_ATTRIBUTE_LIST lpAttributeList, DWORD dwAttributeCount, DWORD dwFlags, PSIZE_T lpSize);
UpdateProcThreadAttribute	KERNEL32$UpdateProcThreadAttribute	WINBASEAPI WINBOOL WINAPI KERNEL32$UpdateProcThreadAttribute (LPPROC_THREAD_ATTRIBUTE_LIST lpAttributeList, DWORD dwFlags, DWORD_PTR Attribute, PVOID lpValue, SIZE_T cbSize, PVOID lpPreviousValue, PSIZE_T lpReturnSize);
DeleteProcThreadAttributeList	KERNEL32$DeleteProcThreadAttributeList	WINBASEAPI VOID WINAPI KERNEL32$DeleteProcThreadAttributeList (LPPROC_THREAD_ATTRIBUTE_LIST lpAttributeList);
CreateThread	KERNEL32$CreateThread	WINBASEAPI HANDLE WINAPI KERNEL32$CreateThread (LPSECURITY_ATTRIBUTES lpThreadAttributes, SIZE_T dwStackSize, LPTHREAD_START_ROUTINE lpStartAddress, LPVOID lpParameter, DWORD dwCreationFlags, LPDWORD lpThreadId);
CreateRemoteThread	KERNEL32$CreateRemoteThread	WINBASEAPI HANDLE WINAPI KERNEL32$CreateRemoteThread (HANDLE hProcess, LPSECURITY_ATTRIBUTES lpThreadAttributes, SIZE_T dwStackSize, LPTHREAD_START_ROUTINE lpStartAddress, LPVOID lpParameter, DWORD dwCreationFlags, LPDWORD lpThreadId);
OpenThread	KERNEL32$OpenThread	WINBASEAPI HANDLE WINAPI KERNEL32$OpenThread (DWORD dwDesiredAccess, WINBOOL bInheritHandle, DWORD dwThreadId);
GetThreadContext	KERNEL32$GetThreadContext	WINBASEAPI WINBOOL WINAPI KERNEL32$GetThreadContext (HANDLE hThread, LPCONTEXT lpContext);
SetThreadContext	KERNEL32$SetThreadContext	WINBASEAPI WINBOOL WINAPI KERNEL32$SetThreadContext (HANDLE hThread, CONST LPCONTEXT lpContext);
SuspendThread	KERNEL32$SuspendThread	WINBASEAPI DWORD WINAPI KERNEL32$SuspendThread (HANDLE hThread);
ResumeThread	KERNEL32$ResumeThread	WINBASEAPI DWORD WINAPI KERNEL32$ResumeThread (HANDLE hThread);
GetComputerNameExW	KERNEL32$GetComputerNameExW	WINBASEAPI WINBOOL WINAPI KERNEL32$GetComputerNameExW (COMPUTER_NAME_FORMAT NameType, LPWSTR lpBuffer, LPDWORD nSize);
GetComputerNameA	KERNEL32$GetComputerNameA	WINBASEAPI WINBOOL WINAPI KERNEL32$GetComputerNameA (LPSTR lpBuffer, LPDWORD nSize);
lstrcmpA	KERNEL32$lstrcmpA	WINBASEAPI int WINAPI KERNEL32$lstrcmpA (LPCSTR lpString1, LPCSTR lpString2);
lstrcmpW	KERNEL32$lstrcmpW	WINBASEAPI int WINAPI KERNEL32$lstrcmpW (LPCWSTR lpString1, LPCWSTR lpString2);
lstrcmpiW	KERNEL32$lstrcmpiW	WINBASEAPI int WINAPI KERNEL32$lstrcmpiW (LPCWSTR lpString1, LPCWSTR lpString2);
lstrlenA	KERNEL32$lstrlenA	WINBASEAPI int WINAPI KERNEL32$lstrlenA (LPCSTR lpString);
lstrlenW	KERNEL32$lstrlenW	WINBASEAPI int WINAPI KERNEL32$lstrlenW (LPCWSTR lpString);
lstrcatW	KERNEL32$lstrcatW	WINBASEAPI LPWSTR WINAPI KERNEL32$lstrcatW (LPWSTR lpString1, LPCWSTR lpString2);
lstrcpynW	KERNEL32$lstrcpynW	WINBASEAPI LPWSTR WINAPI KERNEL32$lstrcpynW (LPWSTR lpString1, LPCWSTR lpString2, int iMaxLength);
GetFullPathNameW	KERNEL32$GetFullPathNameW	WINBASEAPI DWORD WINAPI KERNEL32$GetFullPathNameW (LPCWSTR lpFileName, DWORD nBufferLength, LPWSTR lpBuffer, LPWSTR *lpFilePart);
GetFileAttributesW	KERNEL32$GetFileAttributesW	WINBASEAPI DWORD WINAPI KERNEL32$GetFileAttributesW (LPCWSTR lpFileName);
GetCurrentDirectoryW	KERNEL32$GetCurrentDirectoryW	WINBASEAPI DWORD WINAPI KERNEL32$GetCurrentDirectoryW (DWORD nBufferLength, LPWSTR lpBuffer);
FindFirstFileW	KERNEL32$FindFirstFileW	WINBASEAPI HANDLE WINAPI KERNEL32$FindFirstFileW (LPCWSTR lpFileName, LPWIN32_FIND_DATAW lpFindFileData);
FindNextFileW	KERNEL32$FindNextFileW	WINBASEAPI WINBOOL WINAPI KERNEL32$FindNextFileW (HANDLE hFindFile, LPWIN32_FIND_DATAW lpFindFileData);
FindClose	KERNEL32$FindClose	WINBASEAPI WINBOOL WINAPI KERNEL32$FindClose (HANDLE hFindFile);
ExpandEnvironmentStringsW	KERNEL32$ExpandEnvironmentStringsW	WINBASEAPI DWORD WINAPI KERNEL32$ExpandEnvironmentStringsW (LPCWSTR lpSrc, LPWSTR lpDst, DWORD nSize);
ExpandEnvironmentStringsA	KERNEL32$ExpandEnvironmentStringsA	WINBASEAPI DWORD WINAPI KERNEL32$ExpandEnvironmentStringsA (LPCSTR lpSrc, LPSTR lpDst, DWORD nSize);
GetTempPathW	KERNEL32$GetTempPathW	WINBASEAPI DWORD WINAPI KERNEL32$GetTempPathW (DWORD nBufferLength, LPWSTR lpBuffer);
GetTempFileNameW	KERNEL32$GetTempFileNameW	WINBASEAPI DWORD WINAPI KERNEL32$GetTempFileNameW (LPCWSTR lpPathName, LPCWSTR lpPrefixString, UINT uUnique, LPWSTR lpTempFileName);
CreateFileW	KERNEL32$CreateFileW	WINBASEAPI HANDLE WINAPI KERNEL32$CreateFileW (LPCWSTR lpFileName, DWORD dwDesiredAccess, DWORD dwShareMode, LPSECURITY_ATTRIBUTES lpSecurityAttributes, DWORD dwCreationDisposition, DWORD dwFlagsAndAttributes, HANDLE hTemplateFile);
CreateFileA	KERNEL32$CreateFileA	WINBASEAPI HANDLE WINAPI KERNEL32$CreateFileA (LPCSTR lpFileName, DWORD dwDesiredAccess, DWORD dwShareMode, LPSECURITY_ATTRIBUTES lpSecurityAttributes, DWORD dwCreationDisposition, DWORD dwFlagsAndAttributes, HANDLE hTemplateFile);
GetFileSize	KERNEL32$GetFileSize	WINBASEAPI DWORD WINAPI KERNEL32$GetFileSize (HANDLE hFile, LPDWORD lpFileSizeHigh);
ReadFile	KERNEL32$ReadFile	WINBASEAPI WINBOOL WINAPI KERNEL32$ReadFile (HANDLE hFile, LPVOID lpBuffer, DWORD nNumberOfBytesToRead, LPDWORD lpNumberOfBytesRead, LPOVERLAPPED lpOverlapped);
WriteFile	KERNEL32$WriteFile	WINBASEAPI WINBOOL WINAPI KERNEL32$WriteFile (HANDLE hFile, LPCVOID lpBuffer, DWORD nNumberOfBytesToWrite, LPDWORD lpNumberOfBytesWritten, LPOVERLAPPED lpOverlapped);
DeleteFileW	KERNEL32$DeleteFileW	WINBASEAPI WINBOOL WINAPI KERNEL32$DeleteFileW (LPCWSTR lpFileName);
CreateFileMappingA	KERNEL32$CreateFileMappingA	WINBASEAPI HANDLE WINAPI KERNEL32$CreateFileMappingA (HANDLE hFile, LPSECURITY_ATTRIBUTES lpFileMappingAttributes, DWORD flProtect, DWORD dwMaximumSizeHigh, DWORD dwMaximumSizeLow, LPCSTR lpName);
MapViewOfFile	KERNEL32$MapViewOfFile	WINBASEAPI LPVOID WINAPI KERNEL32$MapViewOfFile (HANDLE hFileMappingObject, DWORD dwDesiredAccess, DWORD dwFileOffsetHigh, DWORD dwFileOffsetLow, SIZE_T dwNumberOfBytesToMap);
